positionName,companyShortName,city,companySize,education,financeStage,industryField,salary,workYear,job_detail
高级数据分析师,大头兄弟,深圳,150-500人,本科,A轮,"移动互联网,文娱丨内容",20k-40k,3-5年,"
        (? ? ?)?职责
1、利用BI工具，对用户行为、业务数据等进行数据分析，开发业务报表，监控和发掘问题，输出分析报告，提供数据决策支持；
2、理解业务逻辑，协助运营、产品搭建数据指标和用户画像，以提升业务效率，推动业务优化，解决业务在数据层面的痛点；
3、协助各个产品模块进行AB测试等增长类实验的分析，探索和建立用户增长体系，用数据驱动业务增长；
4、协助培养产品、运营同事的数据思维； 

(???)?要求
1、数据、统计学、计算机相关专业优先，逻辑思维强，对数据分析、数据挖掘有深厚兴趣者优先；
2、3年以上互联网产品数据分析经验，参与过完整的数据采集、数据清洗整理、分析和数据挖掘工作；
3、精通SQL/Excel，能使用R/Python进行数据清洗分析，熟练使用Hive、Spark、Tableau等BI工具。精通神策分析工具者尤佳；
4、具备良好的团队合作能力，沟通能力和协调能力，较强的主观能动性，善于思考和学习； 

(???)?个人发展与晋升空间
1、公平公正的垂直晋升机制，不拼关系，只看能力；
2、公司管理层高度放权，提供了更多展示自己的机会；
3、敏捷机制，随时随地无障碍交流讨论；
4、每个岗位都有高级或资深大牛坐镇，决不吝分享，为每位员工个人能力的提升保驾护航；
5、设有“图书角”，提供丰富的图书，并会不定期举行读书活动，鼓励大家阅读。

╭(●｀?′●)╯我们是谁？╰(●’?’●)╮ (●’?’●)?
深圳市大头兄弟科技有限公司是一家典型的互联网公司，公司旗下有多款视频软件产品，如逗拍、趣推、字说等，其中逗拍是一款娱乐短视频应用，14年底上线，目前用户已超过6000万，两次进入APP STORE总榜**；趣推与字说也拥有百万级用户量，同样是APP STORE热搜榜的常客。
已经得到李开复先生（曾任微软全球副总裁，谷歌全球副总裁）带领的创新工场A轮投资。我们暂时改变不了世界，但**可以颠覆创意视频！
李开复先生对逗拍的评价：http://t.cn/R2RtAfg
加入大头兄弟，薪酬、福利、发展、快乐，你心中所需我们都能提供。
1、高竞争力薪酬，年终奖，五险一金，是我们业界最基本的良心；
2、工作氛围好，1800平米超宽阔办公休闲空间，四面通透，是公司，更是你的创意诞生地；
3、年轻且干练的团队，90/95后的集中营；
4、扁平化管理， 结果导向，不搞形式主义，领导炒鸡nice；
5、每天下午茶各种水果小零食，黑科技办公椅一秒能变贴心午睡床，让你每天元气更满；
6、周周有双休，迟到不扣工资，活动丰富多彩，真的人性化～
我们的要求：就差一个靠谱的你了！JOIN US！
        "
数据分析师,大头兄弟,深圳,150-500人,本科,A轮,"移动互联网,文娱丨内容",10k-20k,3-5年,"
        (? ? ?)?职责
1、利用BI工具，对用户行为、业务数据等进行数据分析，开发业务报表，监控和发掘问题，输出分析报告，提供数据决策支持；
2、理解业务逻辑，协助运营、产品搭建数据指标和用户画像，以提升业务效率，推动业务优化，解决业务在数据层面的痛点；
3、协助各个产品模块进行AB测试等增长类实验的分析，探索和建立用户增长体系，用数据驱动业务增长；
4、协助培养产品、运营同事的数据思维； 

(???)?要求
1、数据、统计学、计算机相关专业优先，逻辑思维强，对数据分析、数据挖掘有深厚兴趣者优先；
2、1-3年互联网产品数据分析经验，参与过完整的数据采集、数据清洗整理、分析和数据挖掘工作；
3、精通SQL/Excel，能使用R/Python进行数据清洗分析，熟练使用Hive、Spark、Tableau等BI工具。精通神策分析工具者尤佳；
4、具备良好的团队合作能力，沟通能力和协调能力，较强的主观能动性，善于思考和学习； 

(???)?个人发展与晋升空间
1、公平公正的垂直晋升机制，不拼关系，只看能力；
2、公司管理层高度放权，提供了更多展示自己的机会；
3、敏捷机制，随时随地无障碍交流讨论；
4、每个岗位都有高级或资深大牛坐镇，决不吝分享，为每位员工个人能力的提升保驾护航；
5、设有“图书角”，提供丰富的图书，并会不定期举行读书活动，鼓励大家阅读。

╭(●｀?′●)╯我们是谁？╰(●’?’●)╮ (●’?’●)?
深圳市大头兄弟科技有限公司是一家典型的互联网公司，公司旗下有多款视频软件产品，如逗拍、趣推、字说等，其中逗拍是一款娱乐短视频应用，14年底上线，目前用户已超过6000万，两次进入APP STORE总榜**；趣推与字说也拥有百万级用户量，同样是APP STORE热搜榜的常客。
已经得到李开复先生（曾任微软全球副总裁，谷歌全球副总裁）带领的创新工场A轮投资。我们暂时改变不了世界，但**可以颠覆创意视频！
李开复先生对逗拍的评价：http://t.cn/R2RtAfg
加入大头兄弟，薪酬、福利、发展、快乐，你心中所需我们都能提供。
1、高竞争力薪酬，年终奖，五险一金，是我们业界最基本的良心；
2、工作氛围好，1800平米超宽阔办公休闲空间，四面通透，是公司，更是你的创意诞生地；
3、年轻且干练的团队，90/95后的集中营；
4、扁平化管理， 结果导向，不搞形式主义，领导炒鸡nice；
5、每天下午茶各种水果小零食，黑科技办公椅一秒能变贴心午睡床，让你每天元气更满；
6、周周有双休，迟到不扣工资，活动丰富多彩，真的人性化～
我们的要求：就差一个靠谱的你了！JOIN US！
        "
数据分析,三代人科技,深圳,150-500人,本科,不需要融资,"移动互联网,医疗丨健康",10k-15k,3-5年,"
岗位职责：
1、负责大数据部各业务的数据分析工作；
2、承接各部门的数据分析专项；
3、搭建并完善业务的报表及监控体系，通过对数据的敏锐洞察，迅速定位内部问题或发现机会，针对异常情况协调资源进行跟踪和深入分析；
4、建设与完善数据分析体系方法论，关注业务动态，解决业务的核心诉求，通过数据驱动业务增长的同时，挖掘流量、产品、策略的商业变现机会，驱动商业化业务发展；
5、负责业务的精细化运营工作。

任职要求：
1、本科及以上学历，三年以上工作经验，计算机科学、数据科学、机器学习、统计学、应用数学等领域优先；?
2、熟练使用sql，hive等技术，对大数据计算有一定了解；
3、熟练掌握数据分析工具（R、python、excel等），能够独立产出数据报告；
4、有一定的业务数据敏感度，较强的数据分析能力、逻辑思维能力，以及分析问题、解决问题的能力；
5、有推荐/广告/搜索等机器学习相关的算法经验优先；
6、较强的沟通能力和团队合作能力，勇于承担工作压力。
"
数据分析师,赛凌科技,深圳,50-150人,本科,不需要融资,"电商,企业服务",15k-30k,3-5年,"
        岗位职责：
1、构建业务指标体系，负责公司日常报表开发，维护，为业务部门提供多层面数据支持
2、根据不同场景特征，向业务部门提供数据支持，指导业务发展
3、基于业务场景进行多维度的专题分析，为业务决策和产品方案提供数据支撑

任职要求：
1、本科以上学历，计算机，数理统计相关专业
2、三年以上数据分析工作经验，有互联网行业，电商saas平台相关工作经验优先
3、良好的数据敏感度，逻辑思维能力和分析能力
        "
数据分析,阿卡索外教网,深圳,2000人以上,大专,C轮,"教育,移动互联网",15k-20k,1-3年,"
        岗位职责：
1、支持产品运营相关业务数据分析和数据方案支持； 
2、对各产品线的营销活动效果深度分析总结； 
3、配合业务发展，挖掘数据背后的产品方向、规律、短板、为业务发展提供决策依据 
4、通过数据分析，对业务运营KPI提升提出可落地的方案，并协助业务提升指标； 
5、满足核心层对于运营数据的需求及其他领导安排的任务。
任职要求：
1、本科以上学历，3年以上互联网产品运营数据分析经验
2、熟练掌握Excel、MySQL、Power BI、Python等数据分析软件中至少一种；
3、熟练掌握数据清洗，可以完成缺失值填补、异常值处理等；
4、熟悉数据可视化，例如箱线图、动态图等；
5、掌握数理统计基本理论知识；
6、熟悉聚类、回归、因子分析等算法，并至少对其中一个有深入理解；
7、了解各类数据挖掘算法；掌握数据分析在各行业的应用场景；
8、可以协助完成数据建模；可以独立完成数据报告撰写；
9、团队协作，可在分工完成大型项目中自我定位职能。
有增长团队运营分析经验者优先
1、执行力强，做事有耐心、抗压能力强；有高度的工作责任感，乐于接受挑战；
2、具有较强的数据洞察力、敏感度，逻辑思维清晰，独立调研分析能力，问题解决能力；
3、较强的书面、口头表达和PPT汇报能力；
4、具有创新精神，乐于接受新鲜事物；具有较强的业务自主学习能力，能够紧密关联数据和业务；
5、具有良好的职业操守及团队合作精神；
        "
高级数据分析师,极光,深圳,500-2000人,本科,上市公司,企业服务,25k-35k,3-5年,"
        岗位职责:

1、负责极光广告数据分析工作，规划搭建数据指标体系和分析体系，用大数据支持业务精细化运营；

2、全面分析影响广告收入的因素，产出广告优化方向；

3、负责业务运营数据分析报告，专题分析报告设计及落地。

任职要求:

1、本科或以上学历，统计学、数学相关专业优先，3年以上工作经验；

2、良好的统计分析基础，较高的数据敏感性，了解常用的机器学习和数据挖掘算法；

3. 熟悉Linux开发环境，熟练使用SQL，熟悉Python/R等至少一门开发语言，熟悉Hadoop/Spark/Tableau等工具；

4、能支持跨部门合作，寻求资源、推动数据价值实现。
        "
初级数据分析师,庆邦物流,深圳,50-150人,大专,不需要融资,"企业服务,软件开发",4k-6k,不限,"
岗位职责：1、负责算法相关实验数据的产品需求落地，数据整理和分析；2、负责算法相关业务问题的分析，产品方案设计和落地；3、负责对接大数据部门，推动特征，数据源的落地；岗位要求：1、学历大专及以上，专业不限，理工科优先考虑；2、年龄在18-30岁之间，对大数据数据分析数据统计感兴趣，并意向大数据行业发展；3、善于发现及解决问题，有良好的思维逻辑能力；4、有良好的工作态度和团队合作精神；5、无经验基础者由公司老人带领学习，要求学习能力强，积极主动。
"
数据分析师,一面数据,深圳,50-150人,本科,A轮,"移动互联网,数据服务",3k-6k,应届毕业生,"
        ? 与资深分析师合作，撰写、交付分析报告；

? 协助维护公司内部数据，监控问题并跟进解决；

? 负责与公司合作伙伴日常沟通和关系维护工作。


【任职要求】：

? 熟练使用 Excel 和 PowerPoint，能熟练使用 SQL 和 Tableau 者优先；

? 本科及以上学历，至少能实习两个月以上（请在简历上标明实习时长及一周几天）；

? 有良好的沟通能力，做事认真、负责、有耐心，有较强的服务意识、团队合作意识和主观能动性。


【公司福利】：

? 有竞争力的薪酬：工资、一年一次调薪机会、五险一金、商业保险、季度奖金包、年终奖、节假日福利、生日礼物等。既有情怀，又有钱途；

? 合理的工作时间：我们有弹性工作时间制度，并追求使用技术去高效解决问题，不提倡加班；

? 团队活动：YiMBA系列课程、每周的篮球和羽毛球运动，每周分享会，每月聚餐、生日会等。我们是一个有凝聚力的团队；

? 年度体检：豪华体检，健康强壮的身体是工作的基础；

? 零食饮料：不间断的供应丰富优质的零食饮料；

? 年度旅游：前脚去巴厘岛后脚去日本韩国，随着团队的壮大，以后能去的地方更丰富多彩；

? 舒适的工作环境：我们有一个漂亮的办公室，开放式的设计和十分开阔壮观的窗景




"
数据分析师,人人都是产品经理,深圳,50-150人,本科,A轮,"企业服务,教育",7k-14k,1-3年,"
【岗位职责】
1、深入了解公司业务，与各团队有效沟通，收集和整理数据分析需求；
2、对流量、用户、交易、渠道、活动等数据进行定期统计和分析，输出业务洞察报告；
3、配合产品经理进行相关产品及项目的定型，完成数据埋点、建模、分析维度设计等；
4、基于各部门的分析监控需求，搭建指标体系，并设计数据采集的埋点方案，实现数据可视化；
5、根据数据分析和对业务形态的理解，对产品、服务、营销等活动提出合理化建议。

【岗位要求】
1、本科以上学历，经济学、统计学、计算机等和数据处理高度相关专业，一年及以上互联网公司数据分析工作经验；
2、具备杰出的定量分析能力，在推动业务/产品运营优化方面拥有丰富的经验；
3、具有优秀的商业敏感度和突出的分析能力，能够灵活利用数据，设计分析方案解决复杂的商业问题；
4、擅长与内部及外部合作团队交流沟通，具有优秀的报告讲解及沟通能力，能够独立的分析和解决问题；
5、具有较强结构化思维、逻辑思维能力，对数据敏感，具备优秀的信息整合和分析能力，能够形成清晰的业务观点和前瞻判断。
6、具备较强的数据处理能力，以及Excel、PPT处理能力；

【你将额外获得】
1.该职位直接和CEO汇报，将获得知名网红CEO@老曹亲自指点；
2.表现出色，可获得起点学院课程免费学习机会，逆天福利！！！
3.年轻化团队好融入，以做事为中心，是学习成长的绝佳环境；
4.下午茶和水果，不定期室内室外各种团建活动；
5.有机会接触BAT等头部公司大咖，积累高端人脉甚至获得指点；

【有以下习惯的小伙伴不建议投递该职位】
1，需要有人保姆式的带教和监督、跟进，无法自觉独立完成工作的；
2，学习能力较差，不关注同行竞品；
3，主动性差，遇到问题不会主动推动解决；
4，执行能力差，做事经常没反馈，经常没下文；
"
游戏数据分析,路通网络,深圳,500-2000人,本科,不需要融资,"移动互联网,游戏",7k-12k,不限,"
        【工作内容】
1、将主策划的数值预期转化为可执行的数值公式和表格模型。
2、设计游戏系统数值框架及数值操作流程。
3、负责游戏中各系统实现的数值支持。
4、负责游戏中经济系统的数值设计和平衡。
5、进行游戏运营期的数据分析，数据挖掘，改善用户体验和付费情况。

【任职要求】
1、本科及以上学历，数学、统计学、信息计算科学等相关专业背景，有较强的数学逻辑和数学功底（优秀应届毕业生亦可）。
2、对游戏平衡性及数值方面有较为深入的研究，熟悉玩家心理；有能力主导完成游戏系统、数值、关卡的设计。
3、至少主导过一款以上成功上线的游戏产品的数值策划，熟悉游戏研发流程；参与过棋牌娱乐类游戏的数值策划工作的优先。
4、熟练掌握mysql，熟悉R、SPSS或者SAS等数据分析工具之一；熟练使用办公软件，精通数值建模与运算，可熟练使用VBA者优先。
5、热衷游戏制作，学习能力强，思维活跃、逻辑清晰。
6、适应能力强、良好的沟通表达能力，对工作充满热情，富有责任心，良好的团队合作精神。

"
数据分析专员,万顺叫车,深圳,150-500人,本科,未融资,"消费生活,移动互联网",6k-10k,1年以下,"
        岗位职责：
一、日常工作
1、数据的提取、查询、处理、分析等工作；
2、协助上级分析销售情况，建立数据模型；
3、根据数据需求，提供数据模型、数据挖掘分析报告，对市场拓展和产品优化提供数据支持；
4、数据汇报：独立制作日/周/月报、线上线下KPI分析报表等。

二、数据体系建设
1、协助上级对出行平台数据报表的设计和维护；
2、与技术开发团队沟通将原始数据导入到系统内，并确保数据运行逻辑的准确性；
3、协助上级进行出行业务数据指标体系建设，数据埋点规划，通过监控分析及时发现业务问题；

任职要求：
1、全日制本科及以上学历，有1年以上数据分析工作经验，统计学、数学等专业优先；
2、办公软件精通，有过自动化BI报表开发经验优先考虑；
3、理解平台各类数据报表的设定逻辑，并能优化修正；
4、良好的沟通能力，能够与技术开发团队完成日常沟通工作；
5、有一定的业务数据敏感度，较强的数据分析能力、逻辑思维能力
        "
数据分析师,TCL,深圳,2000人以上,本科,上市公司,"移动互联网,其他",15k-30k,3-5年,"
岗位职责：1、深入理解互联网电视广告、内容、会员等业务，系统建立和完善日常业务监控体系，呈现业务经营情况。2、监测分析业务运营状况，对异常波动进行分析，持续优化产品功能改造和业务拓展方向，提出和落实产品优化改造方案。3、分析用户行为数据，探索用户行为模式，构建用户生命周期和构建用户标签体系等。4、完成不定期的专题分析报告，并做演示汇报。
任职资格：1. 本科及以上学历，信息、管理科学、统计、应用数学等相关专业优先；2. 能熟练运用SQL、excel，至少掌握一种数据分析工具SPSS、python、R等，独立且高效地完成数据的提取及分析，有处理海量数据的经验；3. 有数据敏感度，能从海量数据中提取核心结论，并用清晰且简洁的方式呈现其商业洞察；4. 有互联网行业经验，OTT行业经验优先；5. 逻辑思维清晰，严谨细致，有良好的沟通理解能力和跨团队协作精神；
"
高级数据分析经理-沃尔玛电商,Walmart China,深圳,2000人以上,硕士,上市公司,"电商,其他",20k-30k,5-10年,"
职位目的：
沃尔玛是全球最大的全渠道零售商，我们每天在门店和网上为数百万顾客和会员提供服务。 在中国，我们将通过全球最大的实体门店与数字化营销技术相结合，引领全球零售革命，为顾客和会员提供无缝的智能零售体验。该岗位将负责结合数据分析和全渠道业务，建立一套完善的个性化推荐和精准化运营体系。

工作职责
-??? 根据业务需求构建分析框架，将数据分析和算法转化为有价值的产品工具，帮助公司在商品/顾客/门店方向做出科学的决策
-??? 参与用户成长路径的搭建，对顾客产品偏好及最佳触达时间点进行度量，从数据分析角度为运营提出建议
-??? 管理外部供应商，梳理项目需求，确定时间表，对接公司内部其它相关部门
-??? 深入理解全渠道零售业务，通过数据挖掘和机器学习技术，运用于用户画像、商品画像，并结合两者为精细化用户运营提供解决方案

任职要求
-??? 7年以上数据分析工作经验
-??? 善于从商业角度发现和解决问题，拥有较强的数据敏感度和逻辑思维，能在业务中找出机会点
-??? 熟悉数据库,ETL,数据仓库，BI系统；精通SQL
-??? 熟悉统计方法和机器学习模型，有推荐算法搭建与部署经验优先
-??? 熟练使用数据可视化工具（Tableau，PowerBI等），善于将数据分析结果转化为逻辑清晰、便捷使用的数据产品
-??? 具有产品思维，能通过单一项目完成多业务需求
-??? 有零售行业经验者优先，硕士博士学历者优先
"
数据分析师,瑞达飞行,深圳,15-50人,本科,未融资,"信息安全,移动互联网",15k-22k,3-5年,"
        工作描述：
1、日常分析：负责项目产品运营数据分析及监控，规划搭建数据指标体系和分析体系。
2、决策支持：及时准确的为业务线提供有洞察力的数据分析结论和决策建议，能够为业务线的实施提供有价值的数据支持和战略。
3、业务驱动：对项目问题进行深入分析，为产品方向、运营决策、销售策略提供数据支持，驱动项目发展。
4、沉淀分析运营思路，提炼数据需求，与内部产品研发协作并推动项目的数据化运营，推动运营能力的数据赋能。
5、商业分析：紧密结合客户业务形态，洞察竞品，深入行业，发现产业变量，通过量化分析聚焦根本问题，利用数据知道业务进行增长。

任职要求：
1、计算机、数据科学、、统计学、应用数学等专业优先，本科及以上学历，3年以上相关产品运营数据分析工作经验，优秀者可适当放宽。
2、掌握mysql等相关数据提取工具，熟练使用excel和至少一种主流的BI工具，对数据分析有一定的经验沉淀。
3、较强的沟通能力和团队合作能力，较强的学习和逻辑思维能力，对数据敏感。
        "
?数据分析经理,Walmart China,深圳,2000人以上,本科,上市公司,"电商,其他",10k-20k,3-5年,"
职位目的
沃尔玛是全球最大的全渠道零售商，我们每天在门店和电商为数百万顾客和会员提供服务。 在中国，我们将通过全球最大的实体门店与数字化营销技术相结合，引领全球零售革命，为顾客和会员提供无缝的智能零售体验。该岗位将负责结合数据分析和全渠道业务，建立一套完善的个性化推荐和精准化运营体系。
工作职责
-??? 根据业务需求构建分析框架，将数据分析和算法转化为有价值的产品工具，帮助公司在商品/顾客/门店方向做出科学的决策
-??? 参与用户成长路径的搭建，对顾客产品偏好及最佳触达时间点进行度量，从数据分析角度为运营提出建议
-??? 管理外部供应商，梳理项目需求，确定时间表，对接公司内部其它相关部门
-??? 深入理解全渠道零售业务，通过数据挖掘和机器学习技术，运用于用户画像、商品画像，并结合两者为精细化用户运营提供解决方案

任职要求
-??? 4年以上数据分析工作经验
-??? 善于从商业角度发现和解决问题，拥有较强的数据敏感度和逻辑思维，能在业务中找出机会点
-??? 熟悉数据库,ETL,数据仓库，BI系统；精通SQL
-??? 熟悉常用统计方法和机器学习模型，有推荐算法搭建与部署经验优先
-??? 熟练使用数据可视化工具（Tableau，PowerBI等），善于将数据分析结果转化为逻辑清晰、便捷使用的数据产品
-??? 具有产品思维，能通过单一项目完成多业务需求
-??? 有零售行业经验者优先
"
数据分析,亿多多,深圳,50-150人,大专,不需要融资,软件开发,25k-35k,3-5年,"
        岗位职责
1. 对目前平台数据进行建模，按照要求完成数据结果展示
2. 对平台相关数据进行深入挖掘，完成数据分析
3. 对数据敏感，对平台异常数据及时监控分析
岗位要求
1. 能熟练使用一种数据分析语言，良好的编码习惯，Python、VBA优先
2. 熟悉mysql、redis等数据库，良好的sql数据处理能力
3. 了解常用的BI数据分析软件
4. 大专及以上学历，两年数据分析，数据处理经验（若无数据相关经验，丰富的后端开发能力也可考虑）

"
数据分析专家,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,35k-70k,不限,"
        职位职责：
1、整体负责字节跳动旗下产品的各项数据分析相关工作；
2、对互联网某几项领域有深入的了解，能从行业趋势和产品形态等角度，给业务方方向与业务模式的建议；
3、针对具体的业务问题，独立设计和开发能实际解决业务问题的模型，并推动落地，解决业务问题；
4、全面分析各项影响产品提升与增长的因素，各项业务细节，结合业务方向，给出可落地的整体的产品优化方案；
5、与产品，运营，研发等配合。推进优化方案落地执行，带来业务的实际提升增长。

职位要求：
1、好奇心强，求知欲强，有钻研探索精神，对数据分析有强烈兴趣者优先；
2、有过成功业务优化经验者优先；
3、有互联网公司数据分析，产品经理，运营经理，策略经理等多方面经验者优先；
4、创新能力强，面对业务上各种新问题，能创造性的发明新的分析优化方案者优先；
5、性格严谨细致认真；
6、较强的模型设计与优化能力；
7 、有团队管理经验优先。
        "
数据分析师,字节跳动,深圳,2000人以上,本科,C轮,文娱丨内容,15k-30k,1-3年,"
        职位职责：
1、根据用户行为等数据进行业务分析，帮助业务快速提升；
2、建设业务分析模型，不断评估和优化业务分析模型。
3、支持业务上各种统计分析需求。

职位要求：
1、数学、统计学、计算机相关专业优先，对数据分析有强烈兴趣者优先；
2、有IT大数据分析经验，有大型互联网公司数据分析经验、互联网数据建模分析经验者优先；
3、有一线产品或运营业务优化经验者优先；
4、精通 SQL，熟练使用 R/Python 进行数据清洗、分析；
5、能快速理解业务，发掘业务细节和数据之间的联系；
6、掌握 Tableau 等 BI 工具尤佳。
        "
资深数据分析师,A星互动娱乐,深圳,50-150人,本科,未融资,移动互联网,20k-40k,5-10年,"
        岗位职责：
1、负责游戏平台数据抓取采集整理，包含市场分析数据，产品属性分析，竞争对手分析，属性分析、review分析等，确保数据以及数据挖掘需求真实可靠；
2、针对产品进行用户行场景进行分析和挖掘，明确人群、环境、使用方式、用户付费挖掘、用户喜好等占比；
3、根据已划分的产品线，进行产品池的整理，根据数据分析结果划分产品开发优先级，明确重点产品
4、定期分析竞争对手游戏产品和新上竞品，提交竞品同比我们产品的优势、对手策略以及趋势分析；
5、建立数据分析体系及各项报表，对数据进行项进行说明以及支撑依据，对数据进行建模定期输出数据报表，并能指出问题所在以及解决方向。
6、协助产品进行数据报表规范化，搭建数据分析后台，并且推行内部数据分析的优化。

任职资格：
1、大学本科以上，985，211统招毕业生优先；理工科类专业，设计类（非艺术方向）、数学类、物理类、计算机类专业优先；
2、3年以上相关工作经验，游戏相关相关行业公司的产品经理岗位经验、运营分析岗位经验、产品体验师岗位经验等优先；
3、英语六级以上，办公软件精通，爬虫工具，数据分析工具；
4、数理逻辑思维能力，发散思维能力，沟通能力；严谨，细心，理性，喜钻研，专注。

"
数据分析实习生,小雨伞,深圳,500-2000人,本科,B轮,"移动互联网,金融",2k-4k,应届毕业生,"
        工作职责
1、负责追踪各项管理制度、管理流程的执行情况，以及数据支持工作：
2、团队日报数据、业务和资源管理数据；
3、积极、高效的完成领导交办的其他工作。
任职要求 
1.大学本科学历及以上；保险、金融、统计、数学等相关专业；
2.若有保险业的基本知识及具备一定的统计知识，优先考虑。
3、熟练操作office软件及制作相应分析报告。
3 有良好的沟通协调能力、学习能力、认真负责、勇于进取；

"
数据分析师,来电科技,深圳,2000人以上,本科,B轮,"移动互联网,消费生活",14k-18k,3-5年,"
        岗位职责：
1、负责产品线指标体系搭建与迭代，根据业务发展完善数据分析、数据挖掘体系；
2、监控产品关键指标及变化，洞察指标变化的业务原因，辅助产品优化及决策方案制定；
3、参与B、C端画像指标体系建设，推进数据化运营；
4、负责日常业务运营数据分析，提供ABtest数据分析与支持，制定营销活动核心指标和复
盘数据分析。
任职要求：
1、本科以上学历，统计相关背景，有2年以上互联网相关的数据分析工作经验优先；
2、有数据库、数据仓库的处理经验，熟练使用SQL，掌握SQL/Tableau/R；
3、有较强的统计学基础，优秀的数据处理和逻辑思维能力，敏锐的数据洞察力，良好的业
务理解能力。
4、较强的独立工作和协调能力，具有敬业精神和团队精神，善于沟通，有良好的人际关系。
        "
数据分析实习生,TCL,深圳,2000人以上,本科,上市公司,"移动互联网,其他",4k-6k,应届毕业生,"
        岗位职责：
1、建立和完善日常业务监控体系，呈现业务经营情况。
2、监测分析业务运营状况，对异常波动进行分析，持续优化产品功能改造和业务拓展方向，提出和落实产品优化改造方案。
3、分析用户行为数据，探索用户行为模式，挖掘业务增长点。
4、完成业务方其它日常取数需求。

任职资格：
1. 本科及以上学历，统计、应用数学、计算机、信息、管理科学等相关专业优先；有互联网实习经历优先。
2. 能熟练运用hive SQL和mysql、excel，至少掌握一种数据分析工具SPSS、python、R等，独立且高效地完成数据的提取及分析。
3. 具有良好的系统及逻辑思维能力，理解事物的复杂性，并能从全局的角度考虑问题。
4. 较强的执行力、推动力，具备良好的沟通、表达及协调能力。
        "
数据分析师,ezbuy,深圳,500-2000人,本科,C轮,"电商,消费生活",15k-20k,1-3年,"
        工作内容：
1、负责COD业务的签收统计与更新；
2、负责COD业务的审单与物流时效统计
3、负责Shopify业务的广告数据统计与分析；
4、负责Shopify业务的选品爬取与报表分析；
5、执行各项数据挖掘与报表呈现工作。

岗位要求：
1、教育背景：本科及以上学历，数学/统计学/计算机专业；
2、工作经验：拥有一年或以上的数据分析师岗位工作经历（电商数据分析师优先）；
3、知识要求：熟练Mysql,Python。
        "
数据分析师,移卡,深圳,500-2000人,本科,上市公司,移动互联网,10k-20k,1-3年,"
        职位描述：
1. 能独立负责数据清洗、数据体系设计、数据仓库建设和维护
2. 能独立设计监控指标，持续关注业务发展，完成数据分析任务
3. 开发各类数据报表

岗位要求：
1. 全日制本科及以上学历，计算机专业优先，至少有2年以上的相关工作经验。
2. 熟悉数据ETL的流程、数据口径和数据质量管理。
3. 熟练使用Python进行编码，熟悉Java或Scala中任一种优先考虑。
4. 熟悉MySQL，能完成常见场景的数据查询，对SQL调优有一定的积累；熟悉ElasticSearch等NoSQL数据库。
5. 熟悉Pandas框架，对并行计算有实际使用经验。
6. 熟练使用Hive和Spark进行大规模的数据分析。
7. 熟悉常用机器学习算法的优先考虑。
8. 从事过支付行业的优先考虑。
        "
高级数据分析师,小鹅（小鹅通）,深圳,500-2000人,本科,B轮,"移动互联网,社交",16k-25k,3-5年,"
        岗位职责：
1.在对业务深入理解的基础上，梳理业务核心逻辑、关键指标、过程指标等，构建数据指标体系，建立合适的分析模型对业务问题进行分析；
2.对SaaS产品功能及商家在功能上的需求进行了解和梳理，推动产品侧在SaaS功能上的迭代和优化；
3.支撑一线业务数据需求，跟进协同一线业务项目落地。

岗位要求：
1.具备3年以上数据分析、商业分析相关工作经验，具备数据类企业SaaS相关产品如报表平台、指标体系、BI、数据可视化等经验优先；
2.数学、计算机、统计学等相关专业本科或以上学历，有较强的数据敏感性，逻辑思维能力，快速的业务理解和学习能力；
3.在数据和产品上均有热情，愿意跳出纯数据范畴考虑数据问题；
4.优秀的内驱力、抗压性、分享学习能力、团队合作意识与工作激情。

"
数据分析师,深圳市盛达瑞智能科技有限公司,深圳,150-500人,本科,不需要融资,"移动互联网,区块链",10k-15k,3-5年,"
        工作描述：
1、负责公司运营数据的基本处理、维护及相关报表制作；
2、撰写数据分析报告，能从数据分析角度为公司运营决策、产品方向等提供数据支持，并对运营效果进行评估分析工作；
3、负责业务相关数据的统计分析，每日进行统计与监控；
4、与各部门保持良好的沟通，了解其数据需求及分析要求；处理业务相关的临时需求，并对于常用重要需求转化成数据产品；
5、上级领导安排的其他工作。
任职资格：
1、本科及以上学历，金融、数学、统计专业优先；
2、 2年以上互联网数据分析、运营分析等相关工作经验，熟悉数据分析方法和思路，具备独立完成分析报告的能力；
3、具有良好的条理性和逻辑分析能力，除数据处理能力外；
4、熟练掌握MySQL，精通EXCEL，PPT，能熟练利用python或R进行数据分析和处理优先；
5、对机器学习有一定的了解，熟悉常用的算法模型，有实际业务建模经验优先。
6、有较强的学习能力和探索能力，能够积极主动发现问题；
        "
