9630484954X,批发零售,3578.8,802.1,3074.5,3278.0,4133.8,4228.7,5702.2,4572.5,5406.7,2831.6,4321.3,3743.9,2813.2,1800.5,4454.2,3083.0,3987.4,3851.9,5458.0,4481.0,4741.3,5522.11,4359.4,3513.2,4516.0,2609.6,4849.6,3073.1,4370.8,4073.0
9689413997X,批发零售,2176.63,323.18,1997.91,956.73,1799.73,1881.46,3144.42,2372.99,2850.18,927.26,2282.89,1817.35,1898.2,688.47,2010.55,541.43,1738.98,1842.67,2909.68,1913.88,2187.12,456.08,1609.29,806.24,2319.85,698.64,1656.37,509.88,1644.69,1757.64
9074170856X,制冷业,6750.7,1556.3,5800.9,6622.4,11126.5,13323.8,14848.3,14189.6,12086.8,8154.8,7755.4,7358.6,4911.4,4503.2,8241.4,2491.4,8237.2,14909.3,18425.8,16540.4,14771.5,10881.2,10418.8,9725.9,10909.0,6272.3,10706.8,11712.8,15387.7,19023.2
9077909836X,制冷业,1944.94,804.85,1188.63,174.63,1224.01,306.76,1328.84,327.88,1285.85,266.04,1299.03,842.96,1259.47,329.94,1323.87,278.52,1320.81,349.63,1415.28,415.33,1301.89,271.81,1312.42,573.23,1870.04,506.12,1296.08,279.19,1329.09,433.27
9375987861X,制冷业,2401.37,563.6,1658.69,833.41,1776.03,837.63,1942.12,931.46,1886.72,636.79,2078.48,1446.6,2192.79,722.32,1876.64,611.16,1573.93,709.05,2169.28,976.33,1418.73,307.27,1570.26,808.07,1761.49,1093.13,2070.75,574.06,1587.07,771.07
9643696137X,制冷业,5146.32,380.28,2425.83,950.7,1960.55,954.82,2218.51,1272.78,1991.92,807.17,2760.66,3659.51,3140.36,1248.67,2104.19,7827.29,12458.92,9623.25,15537.24,13877.19,12743.37,7334.1,8685.93,9682.39,10084.82,7696.79,12882.81,9672.2,10432.34,14859.15
9070191689X,船运业,15072.0,6500.0,9180.0,7922.0,8268.0,11254.0,13680.0,12516.0,11064.0,8038.0,12956.0,22614.0,12770.0,8366.0,12974.0,7606.0,8182.0,9026.0,13850.0,12316.0,9698.0,8316.0,13732.0,19504.0,19396.0,14916.0,13942.0,8870.0,10070.0,11794.0
9073645160X,船运业,4334.4,3182.8,4782.4,3004.5,4372.9,7590.7,9067.4,8297.9,5964.0,3813.1,4979.0,4561.2,4702.0,3800.1,5236.6,2680.4,3854.5,6373.5,9427.3,8015.6,4674.6,5026.7,5903.0,5014.9,6375.1,4005.9,5551.3,2771.7,5575.1,8955.0
9074939089X,船运业,9982.93,8363.81,10265.0,9105.5,11243.78,9984.8,10304.75,9208.93,8870.82,7612.63,8524.04,7520.69,8532.02,6982.26,9636.86,9149.08,10744.14,9351.13,10710.69,9193.8,9616.21,8341.04,8912.13,7974.86,8858.99,7075.58,8582.71,7063.28,8636.48,7776.81
9077849864X,船运业,6394.8,1854.8,4680.6,4716.0,6684.4,8263.6,9894.2,9187.8,7970.0,5160.6,6193.0,6706.4,3943.6,3471.0,6418.8,5566.2,7304.6,8493.8,11101.4,10492.0,8954.6,7171.2,7912.2,7821.8,10398.6,6932.6,8957.4,7787.4,10059.4,13548.8
9077997864X,船运业,1285.83,44.31,1132.16,109.72,1121.67,193.4,1213.23,204.24,1162.97,131.36,1195.73,459.84,1097.15,162.0,1206.34,158.54,1191.75,205.74,1229.76,260.99,1184.47,129.42,1169.08,600.18,2858.69,1418.56,1052.22,321.48,1685.57,726.73
9078157905X,船运业,6509.5,2986.1,4119.4,3591.2,4917.7,7490.0,9082.6,8481.8,6346.0,3404.6,7277.5,7757.6,7760.8,4311.2,6452.5,3713.0,4561.6,7075.1,10973.2,8763.2,5450.8,5169.8,7094.5,7143.8,25078.0,15925.7,13020.4,8210.3,9662.2,14630.3
9339796618X,船运业,10200.8,4796.4,4806.4,1306.4,2840.8,4682.8,5502.4,3982.0,3955.2,1172.4,6308.4,11383.2,7068.0,5956.4,6357.2,1534.0,2959.2,3579.2,5542.8,3702.0,3246.0,1581.2,7715.6,11642.0,14037.2,9204.4,7505.6,1660.8,3538.4,4517.2
9339798398X,船运业,9135.5,847.0,2497.5,5120.0,8074.5,8354.0,8935.5,8795.5,8850.0,8072.0,9711.0,12827.0,3853.5,7057.5,10701.0,6640.0,7534.5,11897.0,15018.5,13998.5,12394.5,10081.0,12621.5,16427.0,18073.0,14203.0,13066.5,10117.5,12709.5,14524.5
9339798311X,船运业,10943.2,6318.8,5721.2,2253.6,2278.4,2334.8,3440.4,2556.0,2485.2,1345.2,5360.4,9817.6,9704.4,6816.8,6428.8,1793.6,2004.8,1859.2,3990.4,2774.0,2500.4,2899.2,6772.8,9328.0,11186.0,8576.0,5990.4,1481.6,2279.2,1258.8
9375916669X,船运业,3022.16,1867.38,3722.89,3114.12,3968.23,3109.99,4390.81,3233.65,3999.69,2774.34,3928.83,3271.59,3088.38,2193.73,3885.36,2976.78,3875.26,3182.34,4409.51,3604.3,4038.11,3181.1,4190.51,3290.31,4394.72,2611.93,4569.34,3062.73,4260.57,3126.04
9644893093X,船运业,25573.0,17150.0,18820.0,18140.0,18592.0,30065.0,33658.0,31913.0,24178.0,18254.0,24079.0,37055.0,24283.0,19964.0,22861.0,17876.0,19594.0,31802.0,39817.0,36902.0,22948.0,22580.0,26410.0,31658.0,40138.0,27809.0,25192.0,21038.0,25684.0,39665.0
9654960019X,船运业,1242.9,208.71,1239.92,204.53,1178.62,158.84,1179.69,163.72,1174.2,161.73,1173.46,224.52,1375.37,309.88,1344.35,304.79,1329.54,304.79,1330.88,317.38,1322.97,314.42,1333.08,348.23,1376.51,317.16,1351.14,342.95,1372.53,347.05
9668613417X,船运业,1223.07,194.15,1223.15,199.98,1226.54,205.1,1326.75,211.69,1217.68,202.44,1211.22,204.41,1223.21,187.23,1222.92,200.84,1230.54,206.29,1395.7,492.16,1483.47,473.35,1456.62,461.23,1477.88,419.81,1477.8,453.85,1485.47,456.09
9668613563X,船运业,1223.81,194.29,1222.98,198.01,1226.97,206.01,1224.7,206.14,1220.0,203.71,1215.26,208.43,1225.45,188.86,1224.47,202.19,1225.21,205.6,1227.07,211.07,1220.61,209.21,1218.55,209.01,1225.88,190.21,1216.61,203.39,1226.71,206.09
9668616796X,船运业,1426.55,386.89,1430.76,530.47,1433.84,408.19,1439.85,405.7,1416.79,401.26,1402.76,407.29,1431.18,371.25,1426.22,397.42,1429.29,404.43,1434.8,419.26,1418.38,410.33,1411.3,407.42,1423.71,367.21,1398.39,398.8,1430.29,403.03
9668617536X,船运业,1208.97,197.94,1227.76,204.0,1221.23,201.58,1217.75,206.45,1218.15,206.18,1216.56,207.44,1227.11,190.46,1229.59,207.36,1229.11,212.89,1230.11,218.27,1226.01,213.49,1222.38,211.86,1227.52,191.54,1225.63,207.68,1232.04,209.9
9668617813X,船运业,1271.28,236.8,1257.05,229.67,1269.95,248.7,1271.15,254.0,1262.86,246.82,1262.04,267.64,1283.72,237.63,1273.05,244.27,1270.23,249.17,1269.58,256.22,1263.7,248.3,1264.61,264.89,1283.82,240.69,1270.61,244.33,1270.26,247.11
9668618901X,船运业,1223.48,195.31,1222.14,199.47,1228.01,207.82,1229.18,211.76,1222.25,205.08,1215.22,207.72,1223.35,189.38,1226.06,203.93,1228.21,207.95,1228.39,214.42,1222.03,207.04,1218.66,207.38,1224.0,187.03,1220.81,201.36,1225.89,204.38
9741510991X,船运业,6290.2,5438.2,7664.4,6561.8,7564.8,6471.8,7770.4,6323.4,7096.8,6910.8,7387.8,6817.6,6273.8,5355.6,7006.6,6642.0,7102.6,5827.4,6733.0,5633.2,7330.0,6219.4,7530.8,7131.2,7392.8,6195.6,7429.4,6961.0,7482.4,7178.8
9740594994X,船运业,5466.43,4613.63,6709.85,5581.26,6967.58,6227.36,7567.33,5322.6,6069.18,5984.36,6039.56,5331.51,5092.27,4334.56,5830.95,5567.29,6216.9,4203.63,5657.89,4739.78,5889.43,5265.77,6273.99,5643.53,6950.77,5514.02,6720.92,5447.19,7136.75,6686.83
9747990855X,船运业,1264.0,218.0,1378.0,9392.0,14617.0,26495.0,8800.0,5237.0,10993.0,9197.0,7726.0,278.0,1291.0,230.0,7774.0,7529.0,3712.0,7181.0,3559.0,479.0,1291.0,266.0,2137.0,932.0,1282.0,230.0,1273.0,1892.0,5302.0,3518.0
9073901981X,人工智能,2926.69,1719.9,2568.5,975.06,2693.82,1968.45,2464.87,1438.94,1465.13,372.65,1449.81,477.62,1681.35,422.09,1425.73,330.78,1323.17,369.09,1559.93,552.01,1372.33,351.96,1372.33,327.72,1416.72,325.88,1429.41,357.28,1429.89,855.51
9074391967X,人工智能,1213.0,138.8,1196.5,162.05,1193.65,379.1,1447.15,429.35,1400.8,165.35,1202.05,187.7,1152.55,160.4,1227.55,190.85,1202.35,303.05,1379.05,324.65,1238.5,169.85,1208.8,180.05,1191.4,151.25,1203.4,184.25,1205.2,301.7
9074857067X,人工智能,2241.47,1173.41,2300.1,1660.17,3040.99,2067.5,4459.37,1708.58,2640.16,1432.82,2292.48,1297.75,2303.54,1182.83,2346.12,1604.02,2579.86,1661.05,2947.13,1937.26,2556.38,1352.42,2291.43,1281.94,2284.0,1148.84,2322.18,1448.23,2821.48,2292.15
9074905766X,人工智能,1300.81,75.96,1195.18,393.5,1416.64,1260.18,2376.21,1450.77,1826.73,352.21,1419.38,529.9,1230.72,199.64,1427.18,401.73,1251.98,520.99,2361.08,1090.12,1449.86,505.63,1486.57,323.61,1329.06,326.58,1396.54,346.55,1391.72,926.05
9078945651X,人工智能,10053.25,440.6,1600.15,725.15,1919.8,1831.85,3102.25,2804.3,3041.5,1482.8,5749.6,8770.55,4291.45,3624.2,6140.2,1931.75,3459.55,3542.45,7057.6,2940.8,2245.75,1410.05,3133.0,4425.8,5854.45,5674.55,5862.25,1833.5,2736.55,3474.05
9339799619X,人工智能,1749.56,14.67,1098.89,110.57,1180.98,445.71,1506.19,614.35,1543.59,326.64,1535.16,939.29,1251.3,385.46,1515.92,476.6,1560.23,878.0,1940.09,954.67,1176.97,13.29,1029.55,14.88,1546.75,262.57,1140.85,121.72,1186.36,380.63
9339799603X,人工智能,3763.12,207.91,1703.87,2084.39,3891.66,3635.81,4953.79,4111.73,3741.62,1599.48,2460.77,1534.53,1952.23,1375.59,2560.93,1806.5,3353.52,3112.49,4766.45,3273.07,3242.86,1441.96,2683.23,2330.57,3360.38,1724.99,2174.7,1268.27,2883.76,2754.87
9339796849X,人工智能,1990.63,240.2,2001.28,1123.05,2133.85,1082.28,2087.75,561.58,2101.5,1186.75,1881.58,859.63,1444.26,625.05,1883.47,1297.54,2067.06,1124.83,2405.78,1345.18,2077.53,1174.34,2604.22,1725.74,2268.05,607.9,2132.78,1252.26,2668.33,1689.7
9339796850X,人工智能,1467.76,210.93,1331.49,685.26,4626.12,6203.01,5036.81,3015.6,4340.02,2055.61,4082.73,1489.18,1402.18,879.6,3476.2,2828.42,4054.75,5053.98,7668.82,6571.91,5077.76,2472.72,3045.5,2652.59,2794.73,1689.56,4121.47,3354.7,6028.7,7185.58
9369951040X,人工智能,1413.02,39.63,1128.03,135.63,1201.11,369.51,1414.84,415.7,1299.17,147.41,1319.11,724.58,1254.04,417.6,1467.98,281.48,1326.6,483.33,1642.28,548.47,1353.78,286.73,1453.6,729.16,1940.64,649.6,1434.82,1147.23,2230.42,69.06
9369951055X,人工智能,1282.93,52.62,1070.09,31.32,1314.45,751.53,1667.33,583.55,1303.49,60.75,1171.84,846.15,1284.32,444.38,1302.85,75.65,1260.17,654.84,2075.94,417.2,1532.08,40.84,1134.59,402.89,1856.16,477.34,1191.34,18.95,1301.61,2312.93
9369951068X,人工智能,2015.95,489.78,1989.42,1057.52,2003.67,957.51,2056.41,990.5,2081.11,1014.78,2153.03,1403.55,1735.54,1135.8,2343.48,1292.39,2251.43,1270.29,2380.83,1352.95,2407.13,1158.41,2334.06,1359.96,2386.26,1107.96,2470.26,352.65,1219.5,1111.85
9369951071X,人工智能,2448.18,50.19,1103.44,37.44,1163.36,1299.49,2735.82,1362.91,1931.93,37.25,1401.87,1409.77,1369.12,798.96,1767.48,69.13,1279.89,1498.31,2916.92,1561.31,1492.35,25.38,1532.93,1262.98,2747.93,1556.8,1406.73,21.02,1050.13,158.46
9369951660X,人工智能,1662.32,35.35,1053.62,43.45,1489.78,1498.88,2602.92,1689.88,1547.05,38.05,1053.11,576.09,1215.42,142.82,1054.01,36.97,1281.19,697.01,2014.9,526.56,1133.83,38.04,1133.35,565.66,1843.01,683.98,1053.98,38.76,1866.29,1887.59
9698733889X,人工智能,1539.67,467.64,1576.43,938.76,3217.99,2134.15,3257.19,2212.8,3123.89,2152.33,3050.73,2075.72,3097.7,1879.0,3061.38,1843.08,2959.27,1952.78,3120.54,2163.99,3035.78,1908.04,2805.7,2033.61,3078.68,1845.29,3005.23,2005.2,3122.71,2024.3
9699770591X,人工智能,3483.11,2258.53,3599.52,2550.66,4196.8,3220.14,5765.23,4679.54,5680.33,4778.79,5528.84,4481.5,5399.3,3796.73,5308.07,4195.31,5367.01,4035.23,5348.4,4416.03,5557.82,4802.25,5767.03,4712.67,5490.76,4027.97,5903.67,4766.19,5829.38,4400.55
9610413419X,人工智能,2525.21,1376.17,2500.03,1451.77,2540.6,1584.96,3298.84,2971.58,3256.77,1957.92,3492.9,3284.79,3864.9,2207.81,3841.29,3128.21,4720.33,4916.24,10918.09,3440.71,4999.57,3338.94,5221.15,4728.95,6141.02,4773.19,4912.64,3348.74,4744.36,4077.97
9615690485X,人工智能,2349.09,1200.09,2334.34,1576.5,2776.99,1874.2,3922.06,2902.08,3797.53,2838.74,4067.49,3122.74,4168.87,2824.35,4130.89,2723.25,3752.87,2674.88,3816.66,2862.35,3715.94,2584.52,3449.55,2703.75,3767.42,2468.39,3670.0,2612.41,3742.82,2626.82
9615694511X,人工智能,5683.34,4436.06,5958.36,4834.68,5251.97,5525.74,6786.14,5615.07,6419.84,5596.59,6241.43,5341.75,6066.42,4761.25,6345.19,4976.04,6216.39,4901.89,6139.87,4145.85,6301.67,5304.58,6119.13,5496.92,6549.07,4997.9,6454.24,5270.25,6461.11,4999.44
9615699415X,人工智能,1672.11,603.96,2263.49,2313.87,3948.69,4838.76,6994.32,5382.94,6437.39,6877.71,7917.8,7156.7,8132.52,6144.45,8445.94,6442.16,8042.28,6962.69,8518.96,7719.22,8384.82,7752.23,8836.9,8761.24,9814.07,7876.1,9550.04,8387.25,16697.05,7999.36
9601075173X,人工智能,2345.22,1203.84,2275.8,1174.15,2199.85,2418.38,3922.65,2865.73,3814.3,2874.96,3771.71,2815.1,3869.47,2508.62,3779.91,2490.69,3637.04,2573.36,3663.59,2777.36,3689.12,2719.15,3613.95,2731.19,3763.98,2479.73,3793.15,2704.32,3830.83,2765.39
9606566569X,人工智能,3003.55,1669.58,2906.8,1920.06,3232.6,2305.8,4181.58,3005.92,3764.84,2728.01,3589.05,2638.96,3495.7,2336.1,3489.41,2604.15,3703.64,2636.8,3766.56,2456.41,3447.86,2371.58,3321.82,2430.59,3363.85,2107.23,3419.06,2233.72,3266.99,2158.9
9639819104X,人工智能,2165.75,971.49,2104.99,1269.38,2341.13,1683.01,2857.57,1772.57,2550.02,1213.37,2002.58,1644.31,2451.65,1229.59,2440.03,1316.2,2389.59,1491.15,2532.57,1722.53,2435.79,1492.54,2504.19,1514.28,2529.41,1363.19,2555.44,1543.67,2683.35,1592.07
9635855051X,人工智能,2298.52,2052.88,3129.7,2260.74,3412.14,2204.22,3310.74,2272.86,3111.68,2218.35,3181.44,2307.97,3346.88,1948.87,3142.51,1910.19,2984.38,1966.57,3104.13,2078.18,3002.41,2027.05,3045.67,1963.35,2996.65,1789.79,2821.06,1861.53,2387.02,1684.83
9635856198X,人工智能,3586.62,2286.72,3526.56,1940.26,2396.05,2008.42,3550.62,2518.48,3466.59,2527.71,3477.52,2546.89,3547.19,2245.12,3472.68,2233.28,3333.64,2090.65,3288.6,2284.34,3194.58,2152.43,3110.58,2321.08,3414.7,2158.41,3339.2,2237.58,3317.69,2218.54
9636839698X,人工智能,3824.95,2801.95,4401.37,3836.04,4985.84,4132.14,5763.55,5123.76,4891.81,5336.3,5928.64,5104.12,6038.06,4434.02,6162.74,4838.84,5808.42,4530.96,6147.15,4837.76,5674.74,4742.34,5727.25,4784.76,5632.81,4117.71,5450.43,4408.9,5644.2,4554.74
9651754941X,人工智能,4473.52,3569.71,5004.75,3892.07,5070.87,4078.03,5235.76,8459.4,5092.24,4153.64,4985.56,3490.28,5075.06,3633.97,4364.7,2963.28,4067.26,3027.7,4158.33,3152.01,4059.06,3126.78,4021.96,3102.17,4110.5,2772.77,4050.74,3002.0,4126.25,3006.64
9651755109X,人工智能,2518.12,1341.09,2675.07,1557.02,3343.26,3015.95,4190.35,3096.88,3984.91,3057.94,3675.32,3016.75,4096.46,2742.75,4049.65,2798.13,3990.23,2876.11,4130.64,3137.3,3982.57,2922.97,3782.14,3079.85,4156.63,2793.49,4097.5,2996.87,4204.72,3159.65
9651755188X,人工智能,5997.24,3947.03,5393.7,4467.03,3915.24,2864.05,3822.52,2819.18,3700.98,2745.31,3698.48,3342.71,5317.76,3709.58,5287.02,3619.61,3101.65,891.71,1900.82,777.26,1857.73,848.42,1856.57,826.04,1857.0,737.36,1848.49,807.5,1864.09,846.54
9651769941X,人工智能,1364.84,311.72,1346.1,321.76,1389.86,2815.98,4618.4,6683.77,9943.41,10508.68,10851.68,10043.14,10870.11,9032.77,10823.89,8784.25,10616.63,9642.78,11555.55,10480.24,11094.61,10106.94,10929.78,10053.54,10979.65,9138.65,10914.96,9761.44,10688.78,9818.58
9651769070X,人工智能,1388.1,334.47,1386.1,367.89,1393.96,372.99,1406.46,389.87,1389.15,358.01,1365.78,359.85,1344.98,320.58,1374.9,348.57,1375.33,349.69,1382.17,360.4,1364.99,356.78,1360.14,310.17,1318.82,288.2,1432.37,488.53,1555.98,867.88
9650680830X,人工智能,3650.37,2396.28,3671.21,2648.26,3779.46,2565.52,3745.88,2798.53,3702.31,2731.54,3662.26,2665.64,3681.56,2374.3,3640.86,2201.82,3570.41,2498.03,3526.46,2590.12,3481.64,2395.1,3261.2,2474.26,3529.16,2237.58,3523.32,2487.34,3639.83,2510.56
9650687689X,人工智能,3123.69,2202.58,3967.55,2632.71,4492.45,3198.13,4336.12,3205.11,4046.17,2123.99,3026.65,2566.89,4092.08,2656.34,4100.89,3012.2,4149.14,3014.36,4024.19,3166.89,4042.38,3023.72,3939.43,2884.43,3988.45,2677.82,4008.82,2906.67,3933.37,2715.97
9653016056X,人工智能,1854.9,773.87,1833.08,779.48,1819.52,763.15,1816.0,785.46,1793.96,789.34,1824.56,864.06,1880.59,759.12,1859.68,790.43,1813.63,764.78,1798.71,790.83,1786.05,809.3,1836.11,838.07,1857.68,746.34,1832.65,733.56,1759.09,700.72
9659773645X,人工智能,2093.61,973.02,2106.47,1418.16,3514.21,2785.04,3918.95,2874.73,3703.04,2754.53,3712.3,2756.0,3863.2,2472.44,3748.5,2477.21,3595.84,2535.85,3642.83,2644.89,3527.17,2560.31,3584.89,2610.62,3681.93,2384.43,3735.69,2677.93,3760.65,2664.07
9659774547X,人工智能,2062.28,947.43,2086.96,1055.6,2146.73,1118.34,2173.93,1134.98,2099.45,1096.58,2076.79,1111.94,2060.04,946.02,2072.49,1031.45,2081.61,1004.48,2123.99,1177.24,2153.2,1171.23,2127.19,1069.85,2063.03,940.68,2075.66,1035.19,2057.25,966.32
9663199491X,人工智能,2515.86,1055.99,2369.62,2324.93,3461.38,2377.2,3456.9,2358.78,3072.69,2220.88,3225.54,2366.34,3285.54,1990.65,3272.11,2191.14,3319.42,2253.4,3347.04,2469.2,3385.95,2425.88,3347.42,2338.98,3337.64,2085.07,3403.71,2330.29,3434.5,2355.83
9663119650X,人工智能,1834.98,742.5,1828.86,806.28,1869.58,835.16,1869.11,848.59,1834.54,831.72,1819.25,825.85,1869.75,723.41,1847.34,805.04,1857.75,816.91,1861.56,838.84,1818.9,814.43,1802.63,804.92,1828.69,724.56,1859.97,826.41,1857.24,607.79
9663117855X,人工智能,2120.9,981.11,2105.43,1100.37,3605.64,2945.0,4042.76,2978.98,3835.92,2902.7,3819.71,2887.68,3862.17,2544.41,3787.64,2467.52,3557.44,2472.38,3621.04,2543.57,3438.56,2395.06,3329.89,2561.96,3682.89,2391.26,3557.86,2606.2,3771.23,2675.31
9663100068X,人工智能,1799.25,716.22,1783.75,676.78,1739.81,714.3,1722.24,699.88,1692.21,691.35,1668.37,663.67,1674.36,578.85,1663.74,617.26,1670.7,626.53,1681.83,668.69,1653.32,657.28,1640.45,636.15,1647.44,568.87,1662.23,646.66,1672.5,632.81
9670055991X,人工智能,11895.2,2382.0,3310.8,2143.6,7710.4,17084.8,22118.8,23557.6,19746.8,10512.4,11413.2,13326.4,10576.0,14068.4,18506.4,15361.2,21498.4,21730.8,23492.8,19962.0,16022.0,8846.4,9399.6,12571.6,17376.8,12079.6,10190.0,9555.2,15581.2,24696.8
9677180009X,人工智能,4517.34,3000.7,3622.86,3428.52,5350.16,4804.73,6035.0,4937.88,5579.91,4625.18,5342.04,4466.58,5595.24,4057.13,5651.47,4425.16,5637.95,4453.75,5916.6,4796.5,5687.23,4554.61,5377.02,4686.47,5715.38,4241.05,5652.44,4508.44,5727.66,4572.14
9677188588X,人工智能,2189.07,1075.07,2190.79,1163.6,3698.56,3237.35,4328.85,3275.91,4136.76,3163.59,4040.57,3073.86,4066.25,2788.85,4097.97,2717.71,3615.53,2648.13,4070.31,3046.76,3896.04,2837.58,3736.01,3035.58,3736.86,2746.3,3965.17,2806.31,3972.29,2741.24
9677188836X,人工智能,2044.32,955.24,2046.37,1007.19,2471.5,1975.56,2609.25,2139.76,3131.86,2221.29,3155.5,2200.49,3244.63,1983.12,3161.6,1895.18,3060.46,1977.94,3074.18,2099.05,3001.67,1956.45,2889.88,2096.0,3179.85,1975.12,3159.51,2124.85,3233.34,1992.59
9685815799X,人工智能,3580.77,2406.45,3566.84,2566.67,3344.17,2569.44,3734.64,2650.86,3577.4,2564.73,3411.76,2348.46,3321.7,2103.0,3358.44,2437.62,3434.79,2282.98,3516.44,2350.45,3280.42,2340.19,3282.98,2375.19,3336.19,2093.27,3259.73,2210.31,3358.89,2447.37
9688079800X,人工智能,1501.36,481.31,1134.58,84.56,1071.22,188.86,1229.01,346.62,1335.91,116.81,1371.6,700.9,1158.08,105.46,1292.24,55.11,1087.59,155.66,1259.92,213.04,1109.83,98.12,1422.31,698.22,1388.09,390.64,1335.05,111.64,1158.61,593.83
9699763689X,人工智能,2299.59,1171.51,2534.01,1837.0,3041.41,3734.58,5003.41,3698.34,4364.55,3156.49,4219.48,3539.35,4452.26,3024.13,4427.72,3390.58,4561.31,3533.87,5782.22,4963.12,5878.23,4925.75,5773.61,4869.26,5862.17,4355.91,5891.19,4819.94,6065.27,4879.42
9699765669X,人工智能,1674.66,581.85,1631.7,583.28,1612.17,905.09,2669.93,1617.46,2690.48,1710.56,2689.93,1724.1,2600.91,1352.04,2539.49,1501.89,2607.13,1429.04,2466.28,1459.01,2498.88,1693.05,2674.46,1657.57,2449.22,1300.12,2679.76,1390.35,2781.49,1366.55
9693885987X,人工智能,5290.4,501.6,1489.2,474.6,2434.4,4676.6,9298.8,10518.8,10748.6,5205.0,5652.4,5448.0,2540.6,2307.4,4702.8,3391.8,6988.8,8774.8,11798.8,11922.0,9726.4,3944.4,6534.0,5605.4,7682.2,5631.6,7278.6,6000.6,11150.2,14556.4
9791793179X,人工智能,3521.6,2289.76,3455.28,2441.51,3437.6,2101.65,5057.53,3882.47,4547.57,3179.76,4107.83,3660.02,4606.24,3198.13,4661.13,3509.77,4681.25,3386.66,4586.87,3596.07,4504.53,3600.39,4455.13,3460.65,4413.33,3069.64,4414.07,3379.59,4495.12,3331.44
9791793180X,人工智能,2556.41,1429.8,2967.99,2164.32,3286.53,2249.65,3343.17,2233.68,2904.96,2123.4,3057.49,2107.0,2896.45,1733.07,2969.06,1834.1,2956.21,1975.7,3125.56,2292.53,3192.98,2205.98,3124.53,2191.24,3205.76,1973.38,3232.34,2172.58,3294.45,2234.32
9791793099X,人工智能,2682.52,1523.87,2778.14,1900.99,3434.26,4089.3,4325.73,3452.89,4346.73,3213.88,4278.15,3311.52,4317.05,2977.99,4288.14,2961.93,4121.99,3033.98,4154.18,3271.29,4056.4,2965.23,3819.89,3097.01,4257.11,2904.46,4160.29,3156.9,4070.09,3278.05
9791798376X,人工智能,1527.66,474.65,1556.39,536.03,1563.25,525.3,1570.33,543.84,1527.88,520.19,1524.94,523.24,1537.78,457.11,1537.32,503.07,1541.64,521.1,1567.54,543.62,1532.22,518.69,1518.56,522.22,1528.0,455.6,1550.6,530.52,1567.46,539.0
9791798519X,人工智能,3019.94,1840.24,3302.31,3203.57,4352.89,3231.65,4317.85,3141.11,4182.56,3224.54,3999.16,3050.0,4101.69,2824.01,4155.65,3126.41,4285.88,3958.21,5546.18,4406.44,5349.13,4374.35,5313.16,4407.82,5480.64,4038.71,5471.79,4557.38,5802.11,4896.44
9794639995X,人工智能,2132.51,1006.74,2661.65,2579.38,3740.85,2673.41,3740.74,2567.29,3405.65,2423.4,3281.42,2245.66,3177.43,1991.93,3288.55,2337.46,3528.49,2489.35,3748.39,2518.64,3456.69,2433.71,3379.16,2450.01,3410.31,2154.93,3340.58,2211.87,3362.23,2319.36
9795065938X,人工智能,2522.5,1412.59,2487.03,1489.56,2602.04,1567.39,2578.24,1453.59,2451.51,1685.94,2676.12,1691.21,2809.65,1626.87,2892.64,1791.51,2883.5,1861.58,3070.6,1843.8,2940.76,1959.13,2927.63,1955.6,2952.29,1741.8,2789.64,1744.8,2850.32,1823.16
9795065139X,人工智能,3231.32,2076.58,3285.13,2231.63,4021.95,3580.34,4748.47,3476.92,4457.71,3480.53,4317.32,3429.44,4359.11,2970.73,4373.64,3354.7,4505.4,3428.48,4561.57,3620.39,4489.34,3399.56,4247.34,3282.54,4295.14,3047.74,4405.2,3183.85,4377.03,3399.28
9795065039X,人工智能,3614.1,2440.03,3701.92,3154.83,4977.32,3679.5,4716.01,3684.97,4493.95,3497.17,4410.89,3487.06,4560.32,3136.27,4503.67,3396.41,4524.06,3410.4,4585.36,3559.51,4443.88,3519.66,4064.78,2612.72,3545.58,2250.15,3474.56,2721.91,3533.27,2447.47
9795065315X,人工智能,3193.17,2067.6,3217.77,1530.24,2897.68,2194.98,3450.39,2301.66,3234.02,2168.92,3013.23,2031.3,3064.58,1845.74,3792.34,3284.83,4408.39,3264.61,4415.12,3354.05,4264.7,3282.0,4192.15,3261.45,4424.3,3093.25,4264.83,3220.15,4356.23,3239.9
9795065458X,人工智能,2146.61,1287.15,2431.19,1397.43,2479.03,2138.27,3263.21,4026.58,5016.0,4734.86,5705.6,5030.78,6462.6,4702.4,6135.78,5138.48,6371.35,5287.0,6878.4,5617.3,6347.87,5347.01,6171.26,5369.84,6395.59,4873.53,6294.18,5257.33,6538.17,5325.8
9795079483X,人工智能,1378.36,326.78,1371.53,355.03,1426.8,487.69,1503.83,606.04,1531.99,476.64,1488.78,484.34,1483.26,419.71,1490.1,462.35,1557.43,685.77,1714.01,628.14,1523.23,479.79,1494.82,461.45,1496.91,438.07,1498.67,446.74,1582.78,720.8
9795079607X,人工智能,4677.62,3334.01,4634.42,3534.75,4901.92,2032.74,1556.27,1138.47,2139.36,1160.94,2172.83,1071.49,1890.77,904.14,2037.07,976.84,1818.95,808.06,1828.89,770.83,1790.74,778.17,1787.69,800.03,1800.49,699.59,1797.42,752.22,1795.03,1294.19
